# 01:time 02:total_time 03:iteration 04:total_iteration 05:X 06:Y 007:U_RMS(1) 008:U_RMS(2) 009:U_RMS(mag)
  1.9000000000000014E+000  1.9000000000000014E+000     190  20190   2.0000000000000000E+000 0.0000000000000000E+000   2.9168908836843359E-001  4.9502390452626210E-001  5.7457043982929869E-001
  2.0999999999999992E+000  2.0999999999999992E+000     210  20210   2.0000000000000000E+000 0.0000000000000000E+000   2.9158234559688246E-001  4.9534928809477820E-001  5.7479664358778510E-001
  2.0000000000000013E+000  2.0000000000000013E+000     200  20200   2.0000000000000000E+000 0.0000000000000000E+000   2.9163095081002570E-001  4.9518702242800998E-001  5.7468147582071757E-001
  2.1999999999999970E+000  2.1999999999999970E+000     220  20220   2.0000000000000000E+000 0.0000000000000000E+000   2.9154292860103335E-001  4.9551177533353616E-001  5.7491668849622037E-001
  2.0999999999999992E+000  2.0999999999999992E+000     210  20210   2.0000000000000000E+000 0.0000000000000000E+000   2.9158234559688246E-001  4.9534928809477820E-001  5.7479664358778510E-001
  2.2999999999999949E+000  2.2999999999999949E+000     230  20230   2.0000000000000000E+000 0.0000000000000000E+000   2.9151211473895983E-001  4.9567227144270651E-001  5.7503940188195157E-001
  2.1999999999999970E+000  2.1999999999999970E+000     220  20220   2.0000000000000000E+000 0.0000000000000000E+000   2.9154292860103335E-001  4.9551177533353616E-001  5.7491668849622037E-001
  2.3999999999999928E+000  2.3999999999999928E+000     240  20240   2.0000000000000000E+000 0.0000000000000000E+000   2.9148890018437278E-001  4.9582649487878569E-001  5.7516057927719437E-001
  2.2999999999999949E+000  2.2999999999999949E+000     230  20230   2.0000000000000000E+000 0.0000000000000000E+000   2.9151211473895983E-001  4.9567227144270651E-001  5.7503940188195157E-001
  2.4999999999999906E+000  2.4999999999999906E+000     250  20250   2.0000000000000000E+000 0.0000000000000000E+000   2.9147167383945289E-001  4.9596875017201274E-001  5.7527448909017397E-001
  2.3999999999999928E+000  2.3999999999999928E+000     240  20240   2.0000000000000000E+000 0.0000000000000000E+000   2.9148890018437278E-001  4.9582649487878569E-001  5.7516057927719437E-001
  2.5999999999999885E+000  2.5999999999999885E+000     260  20260   2.0000000000000000E+000 0.0000000000000000E+000   2.9145861796577268E-001  4.9609213018852420E-001  5.7537425005078723E-001
  2.4999999999999906E+000  2.4999999999999906E+000     250  20250   2.0000000000000000E+000 0.0000000000000000E+000   2.9147167383945289E-001  4.9596875017201274E-001  5.7527448909017397E-001
  2.6999999999999864E+000  2.6999999999999864E+000     270  20270   2.0000000000000000E+000 0.0000000000000000E+000   2.9144803662612911E-001  4.9618929330729297E-001  5.7545266777209080E-001
  2.5999999999999885E+000  2.5999999999999885E+000     260  20260   2.0000000000000000E+000 0.0000000000000000E+000   2.9145861796577268E-001  4.9609213018852420E-001  5.7537425005078723E-001
  2.7999999999999842E+000  2.7999999999999842E+000     280  20280   2.0000000000000000E+000 0.0000000000000000E+000   2.9143834821022513E-001  4.9625379228893962E-001  5.7550337720004609E-001
  2.6999999999999864E+000  2.6999999999999864E+000     270  20270   2.0000000000000000E+000 0.0000000000000000E+000   2.9144803662612911E-001  4.9618929330729297E-001  5.7545266777209080E-001
  2.8999999999999822E+000  2.8999999999999822E+000     290  20290   2.0000000000000000E+000 0.0000000000000000E+000   2.9142801954007872E-001  4.9628140008862100E-001  5.7552195322765440E-001
  2.7999999999999842E+000  2.7999999999999842E+000     280  20280   2.0000000000000000E+000 0.0000000000000000E+000   2.9143834821022513E-001  4.9625379228893962E-001  5.7550337720004609E-001
  2.9999999999999801E+000  2.9999999999999801E+000     300  20300   2.0000000000000000E+000 0.0000000000000000E+000   2.9141556296095183E-001  4.9627101013139132E-001  5.7550668617547788E-001
  2.8999999999999822E+000  2.8999999999999822E+000     290  20290   2.0000000000000000E+000 0.0000000000000000E+000   2.9142801954007872E-001  4.9628140008862100E-001  5.7552195322765440E-001
  3.0999999999999778E+000  3.0999999999999778E+000     310  20310   2.0000000000000000E+000 0.0000000000000000E+000   2.9139952673852945E-001  4.9622486918259589E-001  5.7545877782750292E-001
  2.9999999999999801E+000  2.9999999999999801E+000     300  20300   2.0000000000000000E+000 0.0000000000000000E+000   2.9141556296095183E-001  4.9627101013139132E-001  5.7550668617547788E-001
  3.1999999999999757E+000  3.1999999999999757E+000     320  20320   2.0000000000000000E+000 0.0000000000000000E+000   2.9137845766090130E-001  4.9614813732704954E-001  5.7538194250597278E-001
  3.0999999999999778E+000  3.0999999999999778E+000     310  20310   2.0000000000000000E+000 0.0000000000000000E+000   2.9139952673852945E-001  4.9622486918259589E-001  5.7545877782750292E-001
  3.2999999999999736E+000  3.2999999999999736E+000     330  20330   2.0000000000000000E+000 0.0000000000000000E+000   2.9135089690661555E-001  4.9604806524083304E-001  5.7528169461357192E-001
  3.1999999999999757E+000  3.1999999999999757E+000     320  20320   2.0000000000000000E+000 0.0000000000000000E+000   2.9137845766090130E-001  4.9614813732704954E-001  5.7538194250597278E-001
  3.3999999999999714E+000  3.3999999999999714E+000     340  20340   2.0000000000000000E+000 0.0000000000000000E+000   2.9131548795257590E-001  4.9593322976924998E-001  5.7516474327831250E-001
  3.2999999999999736E+000  3.2999999999999736E+000     330  20330   2.0000000000000000E+000 0.0000000000000000E+000   2.9135089690661555E-001  4.9604806524083304E-001  5.7528169461357192E-001
  3.4999999999999693E+000  3.4999999999999693E+000     350  20350   2.0000000000000000E+000 0.0000000000000000E+000   2.9127124012731462E-001  4.9581314820504776E-001  5.7503879282906167E-001
  3.3999999999999714E+000  3.3999999999999714E+000     340  20340   2.0000000000000000E+000 0.0000000000000000E+000   2.9131548795257590E-001  4.9593322976924998E-001  5.7516474327831250E-001
  3.5999999999999672E+000  3.5999999999999672E+000     360  20360   2.0000000000000000E+000 0.0000000000000000E+000   2.9121791463317240E-001  4.9569828462155136E-001  5.7491274397080669E-001
  3.4999999999999693E+000  3.4999999999999693E+000     350  20350   2.0000000000000000E+000 0.0000000000000000E+000   2.9127124012731462E-001  4.9581314820504776E-001  5.7503879282906167E-001
  3.6999999999999650E+000  3.6999999999999650E+000     370  20370   2.0000000000000000E+000 0.0000000000000000E+000   2.9115640189162981E-001  4.9560016091808538E-001  5.7479698143302071E-001
  3.5999999999999672E+000  3.5999999999999672E+000     360  20360   2.0000000000000000E+000 0.0000000000000000E+000   2.9121791463317240E-001  4.9569828462155136E-001  5.7491274397080669E-001
  3.7999999999999629E+000  3.7999999999999629E+000     380  20380   2.0000000000000000E+000 0.0000000000000000E+000   2.9108887402678922E-001  4.9553111598481711E-001  5.7470324471969203E-001
  3.6999999999999650E+000  3.6999999999999650E+000     370  20370   2.0000000000000000E+000 0.0000000000000000E+000   2.9115640189162981E-001  4.9560016091808538E-001  5.7479698143302071E-001
  3.8999999999999609E+000  3.8999999999999609E+000     390  20390   2.0000000000000000E+000 0.0000000000000000E+000   2.9101846069670438E-001  4.9550321366625045E-001  5.7464352360386108E-001
  3.7999999999999629E+000  3.7999999999999629E+000     380  20380   2.0000000000000000E+000 0.0000000000000000E+000   2.9108887402678922E-001  4.9553111598481711E-001  5.7470324471969203E-001
  3.9999999999999587E+000  3.9999999999999587E+000     400  20400   2.0000000000000000E+000 0.0000000000000000E+000   2.9094826401412081E-001  4.9552585955984316E-001  5.7462750528090111E-001
  3.8999999999999609E+000  3.8999999999999609E+000     390  20390   2.0000000000000000E+000 0.0000000000000000E+000   2.9101846069670438E-001  4.9550321366625045E-001  5.7464352360386108E-001
  4.0999999999999570E+000  4.0999999999999570E+000     410  20410   2.0000000000000000E+000 0.0000000000000000E+000   2.9087985734301916E-001  4.9560210597553187E-001  5.7465862810478842E-001
  3.9999999999999587E+000  3.9999999999999587E+000     400  20400   2.0000000000000000E+000 0.0000000000000000E+000   2.9094826401412081E-001  4.9552585955984316E-001  5.7462750528090111E-001
  4.1999999999999548E+000  4.1999999999999548E+000     420  20420   2.0000000000000000E+000 0.0000000000000000E+000   2.9081225252751785E-001  4.9572506915181913E-001  5.7473046761565083E-001
  4.0999999999999570E+000  4.0999999999999570E+000     410  20410   2.0000000000000000E+000 0.0000000000000000E+000   2.9087985734301916E-001  4.9560210597553187E-001  5.7465862810478842E-001
  4.2999999999999527E+000  4.2999999999999527E+000     430  20430   2.0000000000000000E+000 0.0000000000000000E+000   2.9074312462155624E-001  4.9587805303687515E-001  5.7482745932875181E-001
  4.1999999999999548E+000  4.1999999999999548E+000     420  20420   2.0000000000000000E+000 0.0000000000000000E+000   2.9081225252751785E-001  4.9572506915181913E-001  5.7473046761565083E-001
  4.3999999999999506E+000  4.3999999999999506E+000     440  20440   2.0000000000000000E+000 0.0000000000000000E+000   2.9067244139312311E-001  4.9604129143354693E-001  5.7493254473242307E-001
  4.4999999999999484E+000  4.4999999999999484E+000     450  20450   2.0000000000000000E+000 0.0000000000000000E+000   2.9060439099954393E-001  4.9620171887397912E-001  5.7503657090806603E-001
  4.2999999999999527E+000  4.2999999999999527E+000     430  20430   2.0000000000000000E+000 0.0000000000000000E+000   2.9074312462155624E-001  4.9587805303687515E-001  5.7482745932875181E-001
  4.3999999999999506E+000  4.3999999999999506E+000     440  20440   2.0000000000000000E+000 0.0000000000000000E+000   2.9067244139312311E-001  4.9604129143354693E-001  5.7493254473242307E-001
  4.5999999999999463E+000  4.5999999999999463E+000     460  20460   2.0000000000000000E+000 0.0000000000000000E+000   2.9054426265440937E-001  4.9635704985510713E-001  5.7514023464043937E-001
  4.4999999999999484E+000  4.4999999999999484E+000     450  20450   2.0000000000000000E+000 0.0000000000000000E+000   2.9060439099954393E-001  4.9620171887397912E-001  5.7503657090806603E-001
  4.6999999999999442E+000  4.6999999999999442E+000     470  20470   2.0000000000000000E+000 0.0000000000000000E+000   2.9049456384501759E-001  4.9651110769192206E-001  5.7524809576822280E-001
  4.7999999999999420E+000  4.7999999999999420E+000     480  20480   2.0000000000000000E+000 0.0000000000000000E+000   2.9045529954973229E-001  4.9666673295247827E-001  5.7536260276299948E-001
  4.5999999999999463E+000  4.5999999999999463E+000     460  20460   2.0000000000000000E+000 0.0000000000000000E+000   2.9054426265440937E-001  4.9635704985510713E-001  5.7514023464043937E-001
  4.8999999999999399E+000  4.8999999999999399E+000     490  20490   2.0000000000000000E+000 0.0000000000000000E+000   2.9042598186587289E-001  4.9682301112117626E-001  5.7548271505082473E-001
  4.6999999999999442E+000  4.6999999999999442E+000     470  20470   2.0000000000000000E+000 0.0000000000000000E+000   2.9049456384501759E-001  4.9651110769192206E-001  5.7524809576822280E-001
  4.9999999999999378E+000  4.9999999999999378E+000     500  20500   2.0000000000000000E+000 0.0000000000000000E+000   2.9040594068581441E-001  4.9697649702630481E-001  5.7560511549338189E-001
  4.7999999999999420E+000  4.7999999999999420E+000     480  20480   2.0000000000000000E+000 0.0000000000000000E+000   2.9045529954973229E-001  4.9666673295247827E-001  5.7536260276299948E-001
  5.0999999999999356E+000  5.0999999999999356E+000     510  20510   2.0000000000000000E+000 0.0000000000000000E+000   2.9039381612570958E-001  4.9712237603631370E-001  5.7572495620742589E-001
  4.8999999999999399E+000  4.8999999999999399E+000     490  20490   2.0000000000000000E+000 0.0000000000000000E+000   2.9042598186587289E-001  4.9682301112117626E-001  5.7548271505082473E-001
  5.1999999999999335E+000  5.1999999999999335E+000     520  20520   2.0000000000000000E+000 0.0000000000000000E+000   2.9038777668547503E-001  4.9725445484959616E-001  5.7583596077016796E-001
  4.9999999999999378E+000  4.9999999999999378E+000     500  20500   2.0000000000000000E+000 0.0000000000000000E+000   2.9040594068581441E-001  4.9697649702630481E-001  5.7560511549338189E-001
  5.2999999999999314E+000  5.2999999999999314E+000     530  20530   2.0000000000000000E+000 0.0000000000000000E+000   2.9038599814179235E-001  4.9736548243592402E-001  5.7593094293979767E-001
  5.0999999999999356E+000  5.0999999999999356E+000     510  20510   2.0000000000000000E+000 0.0000000000000000E+000   2.9039381612570958E-001  4.9712237603631370E-001  5.7572495620742589E-001
  5.3999999999999293E+000  5.3999999999999293E+000     540  20540   2.0000000000000000E+000 0.0000000000000000E+000   2.9038673588240637E-001  4.9744830319393837E-001  5.7600283916571708E-001
  5.1999999999999335E+000  5.1999999999999335E+000     520  20520   2.0000000000000000E+000 0.0000000000000000E+000   2.9038777668547503E-001  4.9725445484959616E-001  5.7583596077016796E-001
  5.4999999999999271E+000  5.4999999999999271E+000     550  20550   2.0000000000000000E+000 0.0000000000000000E+000   2.9038823545519107E-001  4.9749723576366644E-001  5.7604585484427248E-001
  5.2999999999999314E+000  5.2999999999999314E+000     530  20530   2.0000000000000000E+000 0.0000000000000000E+000   2.9038599814179235E-001  4.9736548243592402E-001  5.7593094293979767E-001
  5.5999999999999250E+000  5.5999999999999250E+000     560  20560   2.0000000000000000E+000 0.0000000000000000E+000   2.9038874583733536E-001  4.9750921870534776E-001  5.7605646112667301E-001
  5.3999999999999293E+000  5.3999999999999293E+000     540  20540   2.0000000000000000E+000 0.0000000000000000E+000   2.9038673588240637E-001  4.9744830319393837E-001  5.7600283916571708E-001
  5.6999999999999229E+000  5.6999999999999229E+000     570  20570   2.0000000000000000E+000 0.0000000000000000E+000   2.9038655792860925E-001  4.9748445102266369E-001  5.7603396777876447E-001
  5.4999999999999271E+000  5.4999999999999271E+000     550  20550   2.0000000000000000E+000 0.0000000000000000E+000   2.9038823545519107E-001  4.9749723576366644E-001  5.7604585484427248E-001
  5.7999999999999207E+000  5.7999999999999207E+000     580  20580   2.0000000000000000E+000 0.0000000000000000E+000   2.9037999464059339E-001  4.9742634102777429E-001  5.7598047365839644E-001
  5.5999999999999250E+000  5.5999999999999250E+000     560  20560   2.0000000000000000E+000 0.0000000000000000E+000   2.9038874583733536E-001  4.9750921870534776E-001  5.7605646112667301E-001
  5.8999999999999186E+000  5.8999999999999186E+000     590  20590   2.0000000000000000E+000 0.0000000000000000E+000   2.9036738505128933E-001  4.9734085750635124E-001  5.7590029245232763E-001
  5.6999999999999229E+000  5.6999999999999229E+000     570  20570   2.0000000000000000E+000 0.0000000000000000E+000   2.9038655792860925E-001  4.9748445102266369E-001  5.7603396777876447E-001
  5.9999999999999165E+000  5.9999999999999165E+000     600  20600   2.0000000000000000E+000 0.0000000000000000E+000   2.9034709024210254E-001  4.9723565892283820E-001  5.7579921267442237E-001
  5.7999999999999207E+000  5.7999999999999207E+000     580  20580   2.0000000000000000E+000 0.0000000000000000E+000   2.9037999464059339E-001  4.9742634102777429E-001  5.7598047365839644E-001
  6.0999999999999143E+000  6.0999999999999143E+000     610  20610   2.0000000000000000E+000 0.0000000000000000E+000   2.9031765209606991E-001  4.9711943230778494E-001  5.7568400107749138E-001
  5.8999999999999186E+000  5.8999999999999186E+000     590  20590   2.0000000000000000E+000 0.0000000000000000E+000   2.9036738505128933E-001  4.9734085750635124E-001  5.7590029245232763E-001
  6.1999999999999122E+000  6.1999999999999122E+000     620  20620   2.0000000000000000E+000 0.0000000000000000E+000   2.9027809793046728E-001  4.9700166976676865E-001  5.7556236316239974E-001
  5.9999999999999165E+000  5.9999999999999165E+000     600  20600   2.0000000000000000E+000 0.0000000000000000E+000   2.9034709024210254E-001  4.9723565892283820E-001  5.7579921267442237E-001
  6.2999999999999101E+000  6.2999999999999101E+000     630  20630   2.0000000000000000E+000 0.0000000000000000E+000   2.9022834895244514E-001  4.9689278420546081E-001  5.7544324961816775E-001
  6.0999999999999143E+000  6.0999999999999143E+000     610  20610   2.0000000000000000E+000 0.0000000000000000E+000   2.9031765209606991E-001  4.9711943230778494E-001  5.7568400107749138E-001
  6.3999999999999079E+000  6.3999999999999079E+000     640  20640   2.0000000000000000E+000 0.0000000000000000E+000   2.9016958143281645E-001  4.9680420560917228E-001  5.7533712265058696E-001
  6.1999999999999122E+000  6.1999999999999122E+000     620  20620   2.0000000000000000E+000 0.0000000000000000E+000   2.9027809793046728E-001  4.9700166976676865E-001  5.7556236316239974E-001
  6.4999999999999058E+000  6.4999999999999058E+000     650  20650   2.0000000000000000E+000 0.0000000000000000E+000   2.9010430773220781E-001  4.9674798235028818E-001  5.7525565389126400E-001
  6.2999999999999101E+000  6.2999999999999101E+000     630  20630   2.0000000000000000E+000 0.0000000000000000E+000   2.9022834895244514E-001  4.9689278420546081E-001  5.7544324961816775E-001
  6.5999999999999037E+000  6.5999999999999037E+000     660  20660   2.0000000000000000E+000 0.0000000000000000E+000   2.9003591705748501E-001  4.9673540162996951E-001  5.7521030277270206E-001
  6.6999999999999015E+000  6.6999999999999015E+000     670  20670   2.0000000000000000E+000 0.0000000000000000E+000   2.8996752597979371E-001  4.9677427083663001E-001  5.7520938995126611E-001
  6.3999999999999079E+000  6.3999999999999079E+000     640  20640   2.0000000000000000E+000 0.0000000000000000E+000   2.9016958143281645E-001  4.9680420560917228E-001  5.7533712265058696E-001
  6.7999999999998994E+000  6.7999999999998994E+000     680  20680   2.0000000000000000E+000 0.0000000000000000E+000   2.8990044848240659E-001  4.9686515896724516E-001  5.7525407971247481E-001
  6.4999999999999058E+000  6.4999999999999058E+000     650  20650   2.0000000000000000E+000 0.0000000000000000E+000   2.9010430773220781E-001  4.9674798235028818E-001  5.7525565389126400E-001
  6.8999999999998973E+000  6.8999999999998973E+000     690  20690   2.0000000000000000E+000 0.0000000000000000E+000   2.8983354365756405E-001  4.9699861645327194E-001  5.7533564793567890E-001
  6.5999999999999037E+000  6.5999999999999037E+000     660  20660   2.0000000000000000E+000 0.0000000000000000E+000   2.9003591705748501E-001  4.9673540162996951E-001  5.7521030277270206E-001
  6.9999999999998951E+000  6.9999999999998951E+000     700  20700   2.0000000000000000E+000 0.0000000000000000E+000   2.8976504155344343E-001  4.9715700458119540E-001  5.7543797798773717E-001
  6.6999999999999015E+000  6.6999999999999015E+000     670  20670   2.0000000000000000E+000 0.0000000000000000E+000   2.8996752597979371E-001  4.9677427083663001E-001  5.7520938995126611E-001
  7.0999999999998930E+000  7.0999999999998930E+000     710  20710   2.0000000000000000E+000 0.0000000000000000E+000   2.8969587453420885E-001  4.9732220674835323E-001  5.7554589482263871E-001
  6.7999999999998994E+000  6.7999999999998994E+000     680  20680   2.0000000000000000E+000 0.0000000000000000E+000   2.8990044848240659E-001  4.9686515896724516E-001  5.7525407971247481E-001
  7.1999999999998909E+000  7.1999999999998909E+000     720  20720   2.0000000000000000E+000 0.0000000000000000E+000   2.8963021834500946E-001  4.9748392514590715E-001  5.7565260284059895E-001
  6.8999999999998973E+000  6.8999999999998973E+000     690  20690   2.0000000000000000E+000 0.0000000000000000E+000   2.8983354365756405E-001  4.9699861645327194E-001  5.7533564793567890E-001
  7.2999999999998888E+000  7.2999999999998888E+000     730  20730   2.0000000000000000E+000 0.0000000000000000E+000   2.8957212550073636E-001  4.9764126049568453E-001  5.7575935946777976E-001
