# 01:time 02:total_time 03:iteration 04:total_iteration 05:X 06:Y 007:Z
  1.5000000000000010E+000  1.5000000000000010E+000     150  20150   2.0000000000000000E+000 0.0000000000000000E+000  8.2805672837696402E-001
  1.5000000000000010E+000  1.5000000000000010E+000     150  20150   2.0000000000000000E+000 0.0000000000000000E+000  8.2805672837696402E-001
  1.6000000000000012E+000  1.6000000000000012E+000     160  20160   2.0000000000000000E+000 0.0000000000000000E+000  8.5025296905611327E-001
  1.6000000000000012E+000  1.6000000000000012E+000     160  20160   2.0000000000000000E+000 0.0000000000000000E+000  8.5025296905611327E-001
  1.7000000000000012E+000  1.7000000000000012E+000     170  20170   2.0000000000000000E+000 0.0000000000000000E+000  8.7104649808925564E-001
  1.7000000000000012E+000  1.7000000000000012E+000     170  20170   2.0000000000000000E+000 0.0000000000000000E+000  8.7104649808925564E-001
  1.8000000000000014E+000  1.8000000000000014E+000     180  20180   2.0000000000000000E+000 0.0000000000000000E+000  8.9629607465509906E-001
  1.9000000000000014E+000  1.9000000000000014E+000     190  20190   2.0000000000000000E+000 0.0000000000000000E+000  9.2158692502368477E-001
  1.8000000000000014E+000  1.8000000000000014E+000     180  20180   2.0000000000000000E+000 0.0000000000000000E+000  8.9629607465509906E-001
  2.0000000000000013E+000  2.0000000000000013E+000     200  20200   2.0000000000000000E+000 0.0000000000000000E+000  9.3687755396410850E-001
  1.9000000000000014E+000  1.9000000000000014E+000     190  20190   2.0000000000000000E+000 0.0000000000000000E+000  9.2158692502368477E-001
  2.0999999999999992E+000  2.0999999999999992E+000     210  20210   2.0000000000000000E+000 0.0000000000000000E+000  9.3827424335209599E-001
  2.0000000000000013E+000  2.0000000000000013E+000     200  20200   2.0000000000000000E+000 0.0000000000000000E+000  9.3687755396410850E-001
  2.1999999999999970E+000  2.1999999999999970E+000     220  20220   2.0000000000000000E+000 0.0000000000000000E+000  9.2987950279464754E-001
  2.0999999999999992E+000  2.0999999999999992E+000     210  20210   2.0000000000000000E+000 0.0000000000000000E+000  9.3827424335209599E-001
  2.2999999999999949E+000  2.2999999999999949E+000     230  20230   2.0000000000000000E+000 0.0000000000000000E+000  9.1603886958060591E-001
  2.1999999999999970E+000  2.1999999999999970E+000     220  20220   2.0000000000000000E+000 0.0000000000000000E+000  9.2987950279464754E-001
  2.3999999999999928E+000  2.3999999999999928E+000     240  20240   2.0000000000000000E+000 0.0000000000000000E+000  8.9719706533981220E-001
  2.2999999999999949E+000  2.2999999999999949E+000     230  20230   2.0000000000000000E+000 0.0000000000000000E+000  9.1603886958060591E-001
  2.4999999999999906E+000  2.4999999999999906E+000     250  20250   2.0000000000000000E+000 0.0000000000000000E+000  8.7227876732149240E-001
  2.3999999999999928E+000  2.3999999999999928E+000     240  20240   2.0000000000000000E+000 0.0000000000000000E+000  8.9719706533981220E-001
  2.5999999999999885E+000  2.5999999999999885E+000     260  20260   2.0000000000000000E+000 0.0000000000000000E+000  8.4118137506992329E-001
  2.4999999999999906E+000  2.4999999999999906E+000     250  20250   2.0000000000000000E+000 0.0000000000000000E+000  8.7227876732149240E-001
  2.6999999999999864E+000  2.6999999999999864E+000     270  20270   2.0000000000000000E+000 0.0000000000000000E+000  8.0497274679643062E-001
  2.5999999999999885E+000  2.5999999999999885E+000     260  20260   2.0000000000000000E+000 0.0000000000000000E+000  8.4118137506992329E-001
  2.7999999999999842E+000  2.7999999999999842E+000     280  20280   2.0000000000000000E+000 0.0000000000000000E+000  7.6561145519357767E-001
  2.6999999999999864E+000  2.6999999999999864E+000     270  20270   2.0000000000000000E+000 0.0000000000000000E+000  8.0497274679643062E-001
  2.8999999999999822E+000  2.8999999999999822E+000     290  20290   2.0000000000000000E+000 0.0000000000000000E+000  7.2591778796994184E-001
  2.7999999999999842E+000  2.7999999999999842E+000     280  20280   2.0000000000000000E+000 0.0000000000000000E+000  7.6561145519357767E-001
  2.9999999999999801E+000  2.9999999999999801E+000     300  20300   2.0000000000000000E+000 0.0000000000000000E+000  6.8929914939271652E-001
  2.8999999999999822E+000  2.8999999999999822E+000     290  20290   2.0000000000000000E+000 0.0000000000000000E+000  7.2591778796994184E-001
  3.0999999999999778E+000  3.0999999999999778E+000     310  20310   2.0000000000000000E+000 0.0000000000000000E+000  6.5905995533049939E-001
  2.9999999999999801E+000  2.9999999999999801E+000     300  20300   2.0000000000000000E+000 0.0000000000000000E+000  6.8929914939271652E-001
  3.1999999999999757E+000  3.1999999999999757E+000     320  20320   2.0000000000000000E+000 0.0000000000000000E+000  6.3760063266008604E-001
  3.0999999999999778E+000  3.0999999999999778E+000     310  20310   2.0000000000000000E+000 0.0000000000000000E+000  6.5905995533049939E-001
  3.2999999999999736E+000  3.2999999999999736E+000     330  20330   2.0000000000000000E+000 0.0000000000000000E+000  6.2595230236518624E-001
  3.1999999999999757E+000  3.1999999999999757E+000     320  20320   2.0000000000000000E+000 0.0000000000000000E+000  6.3760063266008604E-001
  3.3999999999999714E+000  3.3999999999999714E+000     340  20340   2.0000000000000000E+000 0.0000000000000000E+000  6.2395452248909899E-001
  3.2999999999999736E+000  3.2999999999999736E+000     330  20330   2.0000000000000000E+000 0.0000000000000000E+000  6.2595230236518624E-001
  3.4999999999999693E+000  3.4999999999999693E+000     350  20350   2.0000000000000000E+000 0.0000000000000000E+000  6.3100275520360611E-001
  3.3999999999999714E+000  3.3999999999999714E+000     340  20340   2.0000000000000000E+000 0.0000000000000000E+000  6.2395452248909899E-001
  3.5999999999999672E+000  3.5999999999999672E+000     360  20360   2.0000000000000000E+000 0.0000000000000000E+000  6.4686947677396657E-001
  3.4999999999999693E+000  3.4999999999999693E+000     350  20350   2.0000000000000000E+000 0.0000000000000000E+000  6.3100275520360611E-001
  3.6999999999999650E+000  3.6999999999999650E+000     370  20370   2.0000000000000000E+000 0.0000000000000000E+000  6.7189740669522279E-001
  3.5999999999999672E+000  3.5999999999999672E+000     360  20360   2.0000000000000000E+000 0.0000000000000000E+000  6.4686947677396657E-001
  3.7999999999999629E+000  3.7999999999999629E+000     380  20380   2.0000000000000000E+000 0.0000000000000000E+000  7.0603229371885323E-001
  3.6999999999999650E+000  3.6999999999999650E+000     370  20370   2.0000000000000000E+000 0.0000000000000000E+000  6.7189740669522279E-001
  3.8999999999999609E+000  3.8999999999999609E+000     390  20390   2.0000000000000000E+000 0.0000000000000000E+000  7.4686376844969091E-001
  3.7999999999999629E+000  3.7999999999999629E+000     380  20380   2.0000000000000000E+000 0.0000000000000000E+000  7.0603229371885323E-001
  3.9999999999999587E+000  3.9999999999999587E+000     400  20400   2.0000000000000000E+000 0.0000000000000000E+000  7.8823519042566170E-001
  3.8999999999999609E+000  3.8999999999999609E+000     390  20390   2.0000000000000000E+000 0.0000000000000000E+000  7.4686376844969091E-001
  4.0999999999999570E+000  4.0999999999999570E+000     410  20410   2.0000000000000000E+000 0.0000000000000000E+000  8.2223266458575476E-001
  3.9999999999999587E+000  3.9999999999999587E+000     400  20400   2.0000000000000000E+000 0.0000000000000000E+000  7.8823519042566170E-001
  4.1999999999999548E+000  4.1999999999999548E+000     420  20420   2.0000000000000000E+000 0.0000000000000000E+000  8.4543547743069051E-001
  4.0999999999999570E+000  4.0999999999999570E+000     410  20410   2.0000000000000000E+000 0.0000000000000000E+000  8.2223266458575476E-001
  4.2999999999999527E+000  4.2999999999999527E+000     430  20430   2.0000000000000000E+000 0.0000000000000000E+000  8.6362168338384552E-001
  4.1999999999999548E+000  4.1999999999999548E+000     420  20420   2.0000000000000000E+000 0.0000000000000000E+000  8.4543547743069051E-001
  4.3999999999999506E+000  4.3999999999999506E+000     440  20440   2.0000000000000000E+000 0.0000000000000000E+000  8.8614190859711357E-001
  4.4999999999999484E+000  4.4999999999999484E+000     450  20450   2.0000000000000000E+000 0.0000000000000000E+000  9.1341486272461764E-001
  4.2999999999999527E+000  4.2999999999999527E+000     430  20430   2.0000000000000000E+000 0.0000000000000000E+000  8.6362168338384552E-001
  4.3999999999999506E+000  4.3999999999999506E+000     440  20440   2.0000000000000000E+000 0.0000000000000000E+000  8.8614190859711357E-001
  4.5999999999999463E+000  4.5999999999999463E+000     460  20460   2.0000000000000000E+000 0.0000000000000000E+000  9.3487178292849009E-001
  4.4999999999999484E+000  4.4999999999999484E+000     450  20450   2.0000000000000000E+000 0.0000000000000000E+000  9.1341486272461764E-001
  4.6999999999999442E+000  4.6999999999999442E+000     470  20470   2.0000000000000000E+000 0.0000000000000000E+000  9.4187115501236799E-001
  4.7999999999999420E+000  4.7999999999999420E+000     480  20480   2.0000000000000000E+000 0.0000000000000000E+000  9.3645065801130566E-001
  4.5999999999999463E+000  4.5999999999999463E+000     460  20460   2.0000000000000000E+000 0.0000000000000000E+000  9.3487178292849009E-001
  4.8999999999999399E+000  4.8999999999999399E+000     490  20490   2.0000000000000000E+000 0.0000000000000000E+000  9.2480695745447079E-001
  4.6999999999999442E+000  4.6999999999999442E+000     470  20470   2.0000000000000000E+000 0.0000000000000000E+000  9.4187115501236799E-001
  4.9999999999999378E+000  4.9999999999999378E+000     500  20500   2.0000000000000000E+000 0.0000000000000000E+000  9.0892223472592981E-001
  4.7999999999999420E+000  4.7999999999999420E+000     480  20480   2.0000000000000000E+000 0.0000000000000000E+000  9.3645065801130566E-001
  5.0999999999999356E+000  5.0999999999999356E+000     510  20510   2.0000000000000000E+000 0.0000000000000000E+000  8.8737677550368676E-001
  4.8999999999999399E+000  4.8999999999999399E+000     490  20490   2.0000000000000000E+000 0.0000000000000000E+000  9.2480695745447079E-001
  5.1999999999999335E+000  5.1999999999999335E+000     520  20520   2.0000000000000000E+000 0.0000000000000000E+000  8.5933822828332893E-001
  4.9999999999999378E+000  4.9999999999999378E+000     500  20500   2.0000000000000000E+000 0.0000000000000000E+000  9.0892223472592981E-001
  5.2999999999999314E+000  5.2999999999999314E+000     530  20530   2.0000000000000000E+000 0.0000000000000000E+000  8.2540647376350939E-001
  5.0999999999999356E+000  5.0999999999999356E+000     510  20510   2.0000000000000000E+000 0.0000000000000000E+000  8.8737677550368676E-001
  5.3999999999999293E+000  5.3999999999999293E+000     540  20540   2.0000000000000000E+000 0.0000000000000000E+000  7.8701760322735232E-001
  5.1999999999999335E+000  5.1999999999999335E+000     520  20520   2.0000000000000000E+000 0.0000000000000000E+000  8.5933822828332893E-001
  5.4999999999999271E+000  5.4999999999999271E+000     550  20550   2.0000000000000000E+000 0.0000000000000000E+000  7.4644577878441928E-001
  5.2999999999999314E+000  5.2999999999999314E+000     530  20530   2.0000000000000000E+000 0.0000000000000000E+000  8.2540647376350939E-001
  5.5999999999999250E+000  5.5999999999999250E+000     560  20560   2.0000000000000000E+000 0.0000000000000000E+000  7.0683782117389437E-001
  5.3999999999999293E+000  5.3999999999999293E+000     540  20540   2.0000000000000000E+000 0.0000000000000000E+000  7.8701760322735232E-001
  5.6999999999999229E+000  5.6999999999999229E+000     570  20570   2.0000000000000000E+000 0.0000000000000000E+000  6.7172993855377356E-001
  5.4999999999999271E+000  5.4999999999999271E+000     550  20550   2.0000000000000000E+000 0.0000000000000000E+000  7.4644577878441928E-001
  5.7999999999999207E+000  5.7999999999999207E+000     580  20580   2.0000000000000000E+000 0.0000000000000000E+000  6.4422490456661325E-001
  5.5999999999999250E+000  5.5999999999999250E+000     560  20560   2.0000000000000000E+000 0.0000000000000000E+000  7.0683782117389437E-001
  5.8999999999999186E+000  5.8999999999999186E+000     590  20590   2.0000000000000000E+000 0.0000000000000000E+000  6.2623021687024573E-001
  5.6999999999999229E+000  5.6999999999999229E+000     570  20570   2.0000000000000000E+000 0.0000000000000000E+000  6.7172993855377356E-001
  5.9999999999999165E+000  5.9999999999999165E+000     600  20600   2.0000000000000000E+000 0.0000000000000000E+000  6.1818426837891671E-001
  5.7999999999999207E+000  5.7999999999999207E+000     580  20580   2.0000000000000000E+000 0.0000000000000000E+000  6.4422490456661325E-001
  6.0999999999999143E+000  6.0999999999999143E+000     610  20610   2.0000000000000000E+000 0.0000000000000000E+000  6.1947875486046131E-001
  5.8999999999999186E+000  5.8999999999999186E+000     590  20590   2.0000000000000000E+000 0.0000000000000000E+000  6.2623021687024573E-001
  6.1999999999999122E+000  6.1999999999999122E+000     620  20620   2.0000000000000000E+000 0.0000000000000000E+000  6.2935112324960007E-001
  5.9999999999999165E+000  5.9999999999999165E+000     600  20600   2.0000000000000000E+000 0.0000000000000000E+000  6.1818426837891671E-001
  6.2999999999999101E+000  6.2999999999999101E+000     630  20630   2.0000000000000000E+000 0.0000000000000000E+000  6.4765098957536384E-001
  6.0999999999999143E+000  6.0999999999999143E+000     610  20610   2.0000000000000000E+000 0.0000000000000000E+000  6.1947875486046131E-001
  6.3999999999999079E+000  6.3999999999999079E+000     640  20640   2.0000000000000000E+000 0.0000000000000000E+000  6.7478885272294135E-001
  6.1999999999999122E+000  6.1999999999999122E+000     620  20620   2.0000000000000000E+000 0.0000000000000000E+000  6.2935112324960007E-001
  6.4999999999999058E+000  6.4999999999999058E+000     650  20650   2.0000000000000000E+000 0.0000000000000000E+000  7.1047149426419542E-001
  6.2999999999999101E+000  6.2999999999999101E+000     630  20630   2.0000000000000000E+000 0.0000000000000000E+000  6.4765098957536384E-001
  6.5999999999999037E+000  6.5999999999999037E+000     660  20660   2.0000000000000000E+000 0.0000000000000000E+000  7.5170072714483282E-001
  6.6999999999999015E+000  6.6999999999999015E+000     670  20670   2.0000000000000000E+000 0.0000000000000000E+000  7.9197831947352606E-001
  6.3999999999999079E+000  6.3999999999999079E+000     640  20640   2.0000000000000000E+000 0.0000000000000000E+000  6.7478885272294135E-001
  6.7999999999998994E+000  6.7999999999998994E+000     680  20680   2.0000000000000000E+000 0.0000000000000000E+000  8.2432010211656709E-001
  6.4999999999999058E+000  6.4999999999999058E+000     650  20650   2.0000000000000000E+000 0.0000000000000000E+000  7.1047149426419542E-001
  6.8999999999998973E+000  6.8999999999998973E+000     690  20690   2.0000000000000000E+000 0.0000000000000000E+000  8.4741877190321659E-001
  6.5999999999999037E+000  6.5999999999999037E+000     660  20660   2.0000000000000000E+000 0.0000000000000000E+000  7.5170072714483282E-001
  6.9999999999998951E+000  6.9999999999998951E+000     700  20700   2.0000000000000000E+000 0.0000000000000000E+000  8.6788765195690977E-001
  6.6999999999999015E+000  6.6999999999999015E+000     670  20670   2.0000000000000000E+000 0.0000000000000000E+000  7.9197831947352606E-001
  7.0999999999998930E+000  7.0999999999998930E+000     710  20710   2.0000000000000000E+000 0.0000000000000000E+000  8.9251596386685854E-001
  6.7999999999998994E+000  6.7999999999998994E+000     680  20680   2.0000000000000000E+000 0.0000000000000000E+000  8.2432010211656709E-001
  7.1999999999998909E+000  7.1999999999998909E+000     720  20720   2.0000000000000000E+000 0.0000000000000000E+000  9.1841547152234976E-001
  6.8999999999998973E+000  6.8999999999998973E+000     690  20690   2.0000000000000000E+000 0.0000000000000000E+000  8.4741877190321659E-001
  7.2999999999998888E+000  7.2999999999998888E+000     730  20730   2.0000000000000000E+000 0.0000000000000000E+000  9.3558349542877810E-001
  6.9999999999998951E+000  6.9999999999998951E+000     700  20700   2.0000000000000000E+000 0.0000000000000000E+000  8.6788765195690977E-001
  7.3999999999998866E+000  7.3999999999998866E+000     740  20740   2.0000000000000000E+000 0.0000000000000000E+000  9.3880672834152729E-001
  7.0999999999998930E+000  7.0999999999998930E+000     710  20710   2.0000000000000000E+000 0.0000000000000000E+000  8.9251596386685854E-001
  7.4999999999998845E+000  7.4999999999998845E+000     750  20750   2.0000000000000000E+000 0.0000000000000000E+000  9.3145111753615505E-001
  7.1999999999998909E+000  7.1999999999998909E+000     720  20720   2.0000000000000000E+000 0.0000000000000000E+000  9.1841547152234976E-001
  7.5999999999998824E+000  7.5999999999998824E+000     760  20760   2.0000000000000000E+000 0.0000000000000000E+000  9.1826999469596888E-001
  7.2999999999998888E+000  7.2999999999998888E+000     730  20730   2.0000000000000000E+000 0.0000000000000000E+000  9.3558349542877810E-001
  7.6999999999998802E+000  7.6999999999998802E+000     770  20770   2.0000000000000000E+000 0.0000000000000000E+000  9.0020245696397012E-001
  7.3999999999998866E+000  7.3999999999998866E+000     740  20740   2.0000000000000000E+000 0.0000000000000000E+000  9.3880672834152729E-001
  7.7999999999998781E+000  7.7999999999998781E+000     780  20780   2.0000000000000000E+000 0.0000000000000000E+000  8.7617908154834402E-001
  7.4999999999998845E+000  7.4999999999998845E+000     750  20750   2.0000000000000000E+000 0.0000000000000000E+000  9.3145111753615505E-001
  7.8999999999998760E+000  7.8999999999998760E+000     790  20790   2.0000000000000000E+000 0.0000000000000000E+000  8.4591065152870275E-001
  7.5999999999998824E+000  7.5999999999998824E+000     760  20760   2.0000000000000000E+000 0.0000000000000000E+000  9.1826999469596888E-001
  7.9999999999998738E+000  7.9999999999998738E+000     800  20800   2.0000000000000000E+000 0.0000000000000000E+000  8.1032414184040923E-001
  7.6999999999998802E+000  7.6999999999998802E+000     770  20770   2.0000000000000000E+000 0.0000000000000000E+000  9.0020245696397012E-001
  8.0999999999998717E+000  8.0999999999998717E+000     810  20810   2.0000000000000000E+000 0.0000000000000000E+000  7.7125566598011996E-001
  7.7999999999998781E+000  7.7999999999998781E+000     780  20780   2.0000000000000000E+000 0.0000000000000000E+000  8.7617908154834402E-001
  8.1999999999998696E+000  8.1999999999998696E+000     820  20820   2.0000000000000000E+000 0.0000000000000000E+000  7.3141016554073701E-001
  7.8999999999998760E+000  7.8999999999998760E+000     790  20790   2.0000000000000000E+000 0.0000000000000000E+000  8.4591065152870275E-001
  8.2999999999998674E+000  8.2999999999998674E+000     830  20830   2.0000000000000000E+000 0.0000000000000000E+000  6.9414636229067161E-001
  7.9999999999998738E+000  7.9999999999998738E+000     800  20800   2.0000000000000000E+000 0.0000000000000000E+000  8.1032414184040923E-001
  8.3999999999998653E+000  8.3999999999998653E+000     840  20840   2.0000000000000000E+000 0.0000000000000000E+000  6.6283390466691223E-001
  8.0999999999998717E+000  8.0999999999998717E+000     810  20810   2.0000000000000000E+000 0.0000000000000000E+000  7.7125566598011996E-001
  8.4999999999998632E+000  8.4999999999998632E+000     850  20850   2.0000000000000000E+000 0.0000000000000000E+000  6.4004115753560730E-001
  8.1999999999998696E+000  8.1999999999998696E+000     820  20820   2.0000000000000000E+000 0.0000000000000000E+000  7.3141016554073701E-001
  8.5999999999998610E+000  8.5999999999998610E+000     860  20860   2.0000000000000000E+000 0.0000000000000000E+000  6.2699771567901567E-001
  8.2999999999998674E+000  8.2999999999998674E+000     830  20830   2.0000000000000000E+000 0.0000000000000000E+000  6.9414636229067161E-001
  8.6999999999998589E+000  8.6999999999998589E+000     870  20870   2.0000000000000000E+000 0.0000000000000000E+000  6.2367538695224187E-001
  8.3999999999998653E+000  8.3999999999998653E+000     840  20840   2.0000000000000000E+000 0.0000000000000000E+000  6.6283390466691223E-001
  8.7999999999998568E+000  8.7999999999998568E+000     880  20880   2.0000000000000000E+000 0.0000000000000000E+000  6.2947694175567310E-001
  8.4999999999998632E+000  8.4999999999998632E+000     850  20850   2.0000000000000000E+000 0.0000000000000000E+000  6.4004115753560730E-001
  8.8999999999998546E+000  8.8999999999998546E+000     890  20890   2.0000000000000000E+000 0.0000000000000000E+000  6.4408810119265975E-001
  8.5999999999998610E+000  8.5999999999998610E+000     860  20860   2.0000000000000000E+000 0.0000000000000000E+000  6.2699771567901567E-001
  8.9999999999998525E+000  8.9999999999998525E+000     900  20900   2.0000000000000000E+000 0.0000000000000000E+000  6.6780015592477415E-001
  8.6999999999998589E+000  8.6999999999998589E+000     870  20870   2.0000000000000000E+000 0.0000000000000000E+000  6.2367538695224187E-001
  9.0999999999998504E+000  9.0999999999998504E+000     910  20910   2.0000000000000000E+000 0.0000000000000000E+000  7.0071952548175602E-001
  9.1999999999998482E+000  9.1999999999998482E+000     920  20920   2.0000000000000000E+000 0.0000000000000000E+000  7.4089269155689905E-001
  8.7999999999998568E+000  8.7999999999998568E+000     880  20880   2.0000000000000000E+000 0.0000000000000000E+000  6.2947694175567310E-001
  9.2999999999998461E+000  9.2999999999998461E+000     930  20930   2.0000000000000000E+000 0.0000000000000000E+000  7.8267876231732467E-001
  8.8999999999998546E+000  8.8999999999998546E+000     890  20890   2.0000000000000000E+000 0.0000000000000000E+000  6.4408810119265975E-001
  9.3999999999998440E+000  9.3999999999998440E+000     940  20940   2.0000000000000000E+000 0.0000000000000000E+000  8.1810634210079058E-001
  8.9999999999998525E+000  8.9999999999998525E+000     900  20900   2.0000000000000000E+000 0.0000000000000000E+000  6.6780015592477415E-001
  9.4999999999998419E+000  9.4999999999998419E+000     950  20950   2.0000000000000000E+000 0.0000000000000000E+000  8.4269272072766767E-001
  9.0999999999998504E+000  9.0999999999998504E+000     910  20910   2.0000000000000000E+000 0.0000000000000000E+000  7.0071952548175602E-001
  9.5999999999998397E+000  9.5999999999998397E+000     960  20960   2.0000000000000000E+000 0.0000000000000000E+000  8.6096746937641466E-001
  9.1999999999998482E+000  9.1999999999998482E+000     920  20920   2.0000000000000000E+000 0.0000000000000000E+000  7.4089269155689905E-001
  9.6999999999998376E+000  9.6999999999998376E+000     970  20970   2.0000000000000000E+000 0.0000000000000000E+000  8.8253720118641822E-001
  9.2999999999998461E+000  9.2999999999998461E+000     930  20930   2.0000000000000000E+000 0.0000000000000000E+000  7.8267876231732467E-001
  9.7999999999998355E+000  9.7999999999998355E+000     980  20980   2.0000000000000000E+000 0.0000000000000000E+000  9.0962382176051619E-001
  9.3999999999998440E+000  9.3999999999998440E+000     940  20940   2.0000000000000000E+000 0.0000000000000000E+000  8.1810634210079058E-001
  9.8999999999998333E+000  9.8999999999998333E+000     990  20990   2.0000000000000000E+000 0.0000000000000000E+000  9.3263336590572833E-001
  9.4999999999998419E+000  9.4999999999998419E+000     950  20950   2.0000000000000000E+000 0.0000000000000000E+000  8.4269272072766767E-001
  9.9999999999998312E+000  9.9999999999998312E+000    1000  21000   2.0000000000000000E+000 0.0000000000000000E+000  9.4178184433832630E-001
  9.5999999999998397E+000  9.5999999999998397E+000     960  20960   2.0000000000000000E+000 0.0000000000000000E+000  8.6096746937641466E-001
  1.0099999999999829E+001  1.0099999999999829E+001    1010  21010   2.0000000000000000E+000 0.0000000000000000E+000  9.3770895694855962E-001
  9.6999999999998376E+000  9.6999999999998376E+000     970  20970   2.0000000000000000E+000 0.0000000000000000E+000  8.8253720118641822E-001
