# 01:time 02:total_time 03:iteration 04:total_iteration 05:X 06:Y 007:U(1) 008:U(2) 009:U(mag)
  1.9000000000000014E+000  1.9000000000000014E+000     190  20190   2.0000000000000000E+000 0.0000000000000000E+000   2.2093203690458156E-001 -7.5363621290687410E-001  7.8535247267416341E-001
  2.0999999999999992E+000  2.0999999999999992E+000     210  20210   2.0000000000000000E+000 0.0000000000000000E+000   3.0304772932880554E-001 -7.5180987213617616E-001  8.1058991487234681E-001
  2.0000000000000013E+000  2.0000000000000013E+000     200  20200   2.0000000000000000E+000 0.0000000000000000E+000   2.6758955589789792E-001 -7.5082620866045735E-001  7.9708479225053014E-001
  2.1999999999999970E+000  2.1999999999999970E+000     220  20220   2.0000000000000000E+000 0.0000000000000000E+000   3.3072218549736964E-001 -7.5206774095198198E-001  8.2157352133620662E-001
  2.0999999999999992E+000  2.0999999999999992E+000     210  20210   2.0000000000000000E+000 0.0000000000000000E+000   3.0304772932880554E-001 -7.5180987213617616E-001  8.1058991487234681E-001
  2.2999999999999949E+000  2.2999999999999949E+000     230  20230   2.0000000000000000E+000 0.0000000000000000E+000   3.5313100580367717E-001 -7.4784816222359618E-001  8.2702985496360827E-001
  2.1999999999999970E+000  2.1999999999999970E+000     220  20220   2.0000000000000000E+000 0.0000000000000000E+000   3.3072218549736964E-001 -7.5206774095198198E-001  8.2157352133620662E-001
  2.3999999999999928E+000  2.3999999999999928E+000     240  20240   2.0000000000000000E+000 0.0000000000000000E+000   3.7044636415625054E-001 -7.3687132447609915E-001  8.2474836013886445E-001
  2.2999999999999949E+000  2.2999999999999949E+000     230  20230   2.0000000000000000E+000 0.0000000000000000E+000   3.5313100580367717E-001 -7.4784816222359618E-001  8.2702985496360827E-001
  2.4999999999999906E+000  2.4999999999999906E+000     250  20250   2.0000000000000000E+000 0.0000000000000000E+000   3.8261895628358026E-001 -7.1688375720986314E-001  8.1260050889650958E-001
  2.3999999999999928E+000  2.3999999999999928E+000     240  20240   2.0000000000000000E+000 0.0000000000000000E+000   3.7044636415625054E-001 -7.3687132447609915E-001  8.2474836013886445E-001
  2.5999999999999885E+000  2.5999999999999885E+000     260  20260   2.0000000000000000E+000 0.0000000000000000E+000   3.9030018719270099E-001 -6.8557304823773703E-001  7.8888823073527971E-001
  2.4999999999999906E+000  2.4999999999999906E+000     250  20250   2.0000000000000000E+000 0.0000000000000000E+000   3.8261895628358026E-001 -7.1688375720986314E-001  8.1260050889650958E-001
  2.6999999999999864E+000  2.6999999999999864E+000     270  20270   2.0000000000000000E+000 0.0000000000000000E+000   3.9418442147236740E-001 -6.4139803540295385E-001  7.5284314299213335E-001
  2.5999999999999885E+000  2.5999999999999885E+000     260  20260   2.0000000000000000E+000 0.0000000000000000E+000   3.9030018719270099E-001 -6.8557304823773703E-001  7.8888823073527971E-001
  2.7999999999999842E+000  2.7999999999999842E+000     280  20280   2.0000000000000000E+000 0.0000000000000000E+000   3.9461035006701603E-001 -5.8405261449785843E-001  7.0486508275115813E-001
  2.6999999999999864E+000  2.6999999999999864E+000     270  20270   2.0000000000000000E+000 0.0000000000000000E+000   3.9418442147236740E-001 -6.4139803540295385E-001  7.5284314299213335E-001
  2.8999999999999822E+000  2.8999999999999822E+000     290  20290   2.0000000000000000E+000 0.0000000000000000E+000   3.9170369000129721E-001 -5.1449350262747230E-001  6.4663385699058251E-001
  2.7999999999999842E+000  2.7999999999999842E+000     280  20280   2.0000000000000000E+000 0.0000000000000000E+000   3.9461035006701603E-001 -5.8405261449785843E-001  7.0486508275115813E-001
  2.9999999999999801E+000  2.9999999999999801E+000     300  20300   2.0000000000000000E+000 0.0000000000000000E+000   3.8546720460012217E-001 -4.3471871178359782E-001  5.8100372132803359E-001
  2.8999999999999822E+000  2.8999999999999822E+000     290  20290   2.0000000000000000E+000 0.0000000000000000E+000   3.9170369000129721E-001 -5.1449350262747230E-001  6.4663385699058251E-001
  3.0999999999999778E+000  3.0999999999999778E+000     310  20310   2.0000000000000000E+000 0.0000000000000000E+000   3.7569672100517994E-001 -3.4727694032583351E-001  5.1161440505141806E-001
  2.9999999999999801E+000  2.9999999999999801E+000     300  20300   2.0000000000000000E+000 0.0000000000000000E+000   3.8546720460012217E-001 -4.3471871178359782E-001  5.8100372132803359E-001
  3.1999999999999757E+000  3.1999999999999757E+000     320  20320   2.0000000000000000E+000 0.0000000000000000E+000   3.6190453282991641E-001 -2.5458106777827929E-001  4.4247758243098473E-001
  3.0999999999999778E+000  3.0999999999999778E+000     310  20310   2.0000000000000000E+000 0.0000000000000000E+000   3.7569672100517994E-001 -3.4727694032583351E-001  5.1161440505141806E-001
  3.2999999999999736E+000  3.2999999999999736E+000     330  20330   2.0000000000000000E+000 0.0000000000000000E+000   3.4335846315851705E-001 -1.5828258843195996E-001  3.7808519148903458E-001
  3.1999999999999757E+000  3.1999999999999757E+000     320  20320   2.0000000000000000E+000 0.0000000000000000E+000   3.6190453282991641E-001 -2.5458106777827929E-001  4.4247758243098473E-001
  3.3999999999999714E+000  3.3999999999999714E+000     340  20340   2.0000000000000000E+000 0.0000000000000000E+000   3.1925688140423478E-001 -5.8998933500667360E-002  3.2466264102630262E-001
  3.2999999999999736E+000  3.2999999999999736E+000     330  20330   2.0000000000000000E+000 0.0000000000000000E+000   3.4335846315851705E-001 -1.5828258843195996E-001  3.7808519148903458E-001
  3.4999999999999693E+000  3.4999999999999693E+000     350  20350   2.0000000000000000E+000 0.0000000000000000E+000   2.8901391752449203E-001  4.3469222101891906E-002  2.9226463657616443E-001
  3.3999999999999714E+000  3.3999999999999714E+000     340  20340   2.0000000000000000E+000 0.0000000000000000E+000   3.1925688140423478E-001 -5.8998933500667360E-002  3.2466264102630262E-001
  3.5999999999999672E+000  3.5999999999999672E+000     360  20360   2.0000000000000000E+000 0.0000000000000000E+000   2.5260338977837379E-001  1.4952778241576211E-001  2.9354221202699374E-001
  3.4999999999999693E+000  3.4999999999999693E+000     350  20350   2.0000000000000000E+000 0.0000000000000000E+000   2.8901391752449203E-001  4.3469222101891906E-002  2.9226463657616443E-001
  3.6999999999999650E+000  3.6999999999999650E+000     370  20370   2.0000000000000000E+000 0.0000000000000000E+000   2.1091926455478238E-001  2.5901702295107211E-001  3.3403106792447689E-001
  3.5999999999999672E+000  3.5999999999999672E+000     360  20360   2.0000000000000000E+000 0.0000000000000000E+000   2.5260338977837379E-001  1.4952778241576211E-001  2.9354221202699374E-001
  3.7999999999999629E+000  3.7999999999999629E+000     380  20380   2.0000000000000000E+000 0.0000000000000000E+000   1.6615145264375785E-001  3.7045875635895288E-001  4.0601230939301942E-001
  3.6999999999999650E+000  3.6999999999999650E+000     370  20370   2.0000000000000000E+000 0.0000000000000000E+000   2.1091926455478238E-001  2.5901702295107211E-001  3.3403106792447689E-001
  3.8999999999999609E+000  3.8999999999999609E+000     390  20390   2.0000000000000000E+000 0.0000000000000000E+000   1.2221602735530139E-001  4.8035086130304787E-001  4.9565482676666396E-001
  3.7999999999999629E+000  3.7999999999999629E+000     380  20380   2.0000000000000000E+000 0.0000000000000000E+000   1.6615145264375785E-001  3.7045875635895288E-001  4.0601230939301942E-001
  3.9999999999999587E+000  3.9999999999999587E+000     400  20400   2.0000000000000000E+000 0.0000000000000000E+000   8.5197650616446818E-002  5.8253967680321272E-001  5.8873688072054193E-001
  3.8999999999999609E+000  3.8999999999999609E+000     390  20390   2.0000000000000000E+000 0.0000000000000000E+000   1.2221602735530139E-001  4.8035086130304787E-001  4.9565482676666396E-001
  4.0999999999999570E+000  4.0999999999999570E+000     410  20410   2.0000000000000000E+000 0.0000000000000000E+000   6.3306667416424087E-002  6.6823068546344650E-001  6.7122275224721139E-001
  3.9999999999999587E+000  3.9999999999999587E+000     400  20400   2.0000000000000000E+000 0.0000000000000000E+000   8.5197650616446818E-002  5.8253967680321272E-001  5.8873688072054193E-001
  4.1999999999999548E+000  4.1999999999999548E+000     420  20420   2.0000000000000000E+000 0.0000000000000000E+000   6.5066708906580190E-002  7.2809989376610415E-001  7.3100145821341957E-001
  4.0999999999999570E+000  4.0999999999999570E+000     410  20410   2.0000000000000000E+000 0.0000000000000000E+000   6.3306667416424087E-002  6.6823068546344650E-001  6.7122275224721139E-001
  4.2999999999999527E+000  4.2999999999999527E+000     430  20430   2.0000000000000000E+000 0.0000000000000000E+000   9.4691568997591755E-002  7.5748760113717565E-001  7.6338323214213872E-001
  4.1999999999999548E+000  4.1999999999999548E+000     420  20420   2.0000000000000000E+000 0.0000000000000000E+000   6.5066708906580190E-002  7.2809989376610415E-001  7.3100145821341957E-001
  4.3999999999999506E+000  4.3999999999999506E+000     440  20440   2.0000000000000000E+000 0.0000000000000000E+000   1.4687646871442101E-001  7.6176583184680266E-001  7.7579628745648783E-001
  4.4999999999999484E+000  4.4999999999999484E+000     450  20450   2.0000000000000000E+000 0.0000000000000000E+000   2.0717987480553645E-001  7.5509101531261535E-001  7.8299804720719068E-001
  4.2999999999999527E+000  4.2999999999999527E+000     430  20430   2.0000000000000000E+000 0.0000000000000000E+000   9.4691568997591755E-002  7.5748760113717565E-001  7.6338323214213872E-001
  4.3999999999999506E+000  4.3999999999999506E+000     440  20440   2.0000000000000000E+000 0.0000000000000000E+000   1.4687646871442101E-001  7.6176583184680266E-001  7.7579628745648783E-001
  4.5999999999999463E+000  4.5999999999999463E+000     460  20460   2.0000000000000000E+000 0.0000000000000000E+000   2.6082619430702007E-001  7.5067520539499197E-001  7.9469715466427635E-001
  4.4999999999999484E+000  4.4999999999999484E+000     450  20450   2.0000000000000000E+000 0.0000000000000000E+000   2.0717987480553645E-001  7.5509101531261535E-001  7.8299804720719068E-001
  4.6999999999999442E+000  4.6999999999999442E+000     470  20470   2.0000000000000000E+000 0.0000000000000000E+000   3.0206656158016951E-001  7.5211971079514512E-001  8.1051111466249441E-001
  4.7999999999999420E+000  4.7999999999999420E+000     480  20480   2.0000000000000000E+000 0.0000000000000000E+000   3.3384252110441843E-001  7.5515016870284101E-001  8.2565283635998198E-001
  4.5999999999999463E+000  4.5999999999999463E+000     460  20460   2.0000000000000000E+000 0.0000000000000000E+000   2.6082619430702007E-001  7.5067520539499197E-001  7.9469715466427635E-001
  4.8999999999999399E+000  4.8999999999999399E+000     490  20490   2.0000000000000000E+000 0.0000000000000000E+000   3.6009231354126218E-001  7.5497586594627774E-001  8.3645384357586074E-001
  4.6999999999999442E+000  4.6999999999999442E+000     470  20470   2.0000000000000000E+000 0.0000000000000000E+000   3.0206656158016951E-001  7.5211971079514512E-001  8.1051111466249441E-001
  4.9999999999999378E+000  4.9999999999999378E+000     500  20500   2.0000000000000000E+000 0.0000000000000000E+000   3.8155045524471930E-001  7.4915202554862698E-001  8.4071963655017807E-001
  4.7999999999999420E+000  4.7999999999999420E+000     480  20480   2.0000000000000000E+000 0.0000000000000000E+000   3.3384252110441843E-001  7.5515016870284101E-001  8.2565283635998198E-001
  5.0999999999999356E+000  5.0999999999999356E+000     510  20510   2.0000000000000000E+000 0.0000000000000000E+000   3.9772517814952204E-001  7.3569759063861077E-001  8.3632306090740193E-001
  4.8999999999999399E+000  4.8999999999999399E+000     490  20490   2.0000000000000000E+000 0.0000000000000000E+000   3.6009231354126218E-001  7.5497586594627774E-001  8.3645384357586074E-001
  5.1999999999999335E+000  5.1999999999999335E+000     520  20520   2.0000000000000000E+000 0.0000000000000000E+000   4.0901926217327684E-001  7.1210001417737345E-001  8.2120837003782867E-001
  4.9999999999999378E+000  4.9999999999999378E+000     500  20500   2.0000000000000000E+000 0.0000000000000000E+000   3.8155045524471930E-001  7.4915202554862698E-001  8.4071963655017807E-001
  5.2999999999999314E+000  5.2999999999999314E+000     530  20530   2.0000000000000000E+000 0.0000000000000000E+000   4.1623555395988649E-001  6.7624219898876631E-001  7.9407527859357003E-001
  5.0999999999999356E+000  5.0999999999999356E+000     510  20510   2.0000000000000000E+000 0.0000000000000000E+000   3.9772517814952204E-001  7.3569759063861077E-001  8.3632306090740193E-001
  5.3999999999999293E+000  5.3999999999999293E+000     540  20540   2.0000000000000000E+000 0.0000000000000000E+000   4.1976739103613134E-001  6.2714393216819930E-001  7.5466162896537367E-001
  5.1999999999999335E+000  5.1999999999999335E+000     520  20520   2.0000000000000000E+000 0.0000000000000000E+000   4.0901926217327684E-001  7.1210001417737345E-001  8.2120837003782867E-001
  5.4999999999999271E+000  5.4999999999999271E+000     550  20550   2.0000000000000000E+000 0.0000000000000000E+000   4.1970845184331997E-001  5.6507208489412370E-001  7.0389036481209785E-001
  5.2999999999999314E+000  5.2999999999999314E+000     530  20530   2.0000000000000000E+000 0.0000000000000000E+000   4.1623555395988649E-001  6.7624219898876631E-001  7.9407527859357003E-001
  5.5999999999999250E+000  5.5999999999999250E+000     560  20560   2.0000000000000000E+000 0.0000000000000000E+000   4.1609576206769336E-001  4.9147988749985955E-001  6.4396285842241640E-001
  5.3999999999999293E+000  5.3999999999999293E+000     540  20540   2.0000000000000000E+000 0.0000000000000000E+000   4.1976739103613134E-001  6.2714393216819930E-001  7.5466162896537367E-001
  5.6999999999999229E+000  5.6999999999999229E+000     570  20570   2.0000000000000000E+000 0.0000000000000000E+000   4.0886669166662485E-001  4.0872312191361572E-001  5.7812331032507522E-001
  5.4999999999999271E+000  5.4999999999999271E+000     550  20550   2.0000000000000000E+000 0.0000000000000000E+000   4.1970845184331997E-001  5.6507208489412370E-001  7.0389036481209785E-001
  5.7999999999999207E+000  5.7999999999999207E+000     580  20580   2.0000000000000000E+000 0.0000000000000000E+000   3.9773916360588401E-001  3.1946638423263031E-001  5.1015214683521490E-001
  5.5999999999999250E+000  5.5999999999999250E+000     560  20560   2.0000000000000000E+000 0.0000000000000000E+000   4.1609576206769336E-001  4.9147988749985955E-001  6.4396285842241640E-001
  5.8999999999999186E+000  5.8999999999999186E+000     590  20590   2.0000000000000000E+000 0.0000000000000000E+000   3.8216373903100929E-001  2.2596371192051520E-001  4.4396928107140363E-001
  5.6999999999999229E+000  5.6999999999999229E+000     570  20570   2.0000000000000000E+000 0.0000000000000000E+000   4.0886669166662485E-001  4.0872312191361572E-001  5.7812331032507522E-001
  5.9999999999999165E+000  5.9999999999999165E+000     600  20600   2.0000000000000000E+000 0.0000000000000000E+000   3.6138790379174610E-001  1.2951085290720885E-001  3.8389357643459604E-001
  5.7999999999999207E+000  5.7999999999999207E+000     580  20580   2.0000000000000000E+000 0.0000000000000000E+000   3.9773916360588401E-001  3.1946638423263031E-001  5.1015214683521490E-001
  6.0999999999999143E+000  6.0999999999999143E+000     610  20610   2.0000000000000000E+000 0.0000000000000000E+000   3.3464931840709697E-001  3.0330137585963239E-002  3.3602095701952587E-001
  5.8999999999999186E+000  5.8999999999999186E+000     590  20590   2.0000000000000000E+000 0.0000000000000000E+000   3.8216373903100929E-001  2.2596371192051520E-001  4.4396928107140363E-001
  6.1999999999999122E+000  6.1999999999999122E+000     620  20620   2.0000000000000000E+000 0.0000000000000000E+000   3.0146847451706983E-001 -7.2049529314248719E-002  3.0995866789308208E-001
  5.9999999999999165E+000  5.9999999999999165E+000     600  20600   2.0000000000000000E+000 0.0000000000000000E+000   3.6138790379174610E-001  1.2951085290720885E-001  3.8389357643459604E-001
  6.2999999999999101E+000  6.2999999999999101E+000     630  20630   2.0000000000000000E+000 0.0000000000000000E+000   2.6199251841154556E-001 -1.7808564246907998E-001  3.1678790342632883E-001
  6.0999999999999143E+000  6.0999999999999143E+000     610  20610   2.0000000000000000E+000 0.0000000000000000E+000   3.3464931840709697E-001  3.0330137585963239E-002  3.3602095701952587E-001
  6.3999999999999079E+000  6.3999999999999079E+000     640  20640   2.0000000000000000E+000 0.0000000000000000E+000   2.1736543987581620E-001 -2.8742785528312220E-001  3.6036440784997414E-001
  6.1999999999999122E+000  6.1999999999999122E+000     620  20620   2.0000000000000000E+000 0.0000000000000000E+000   3.0146847451706983E-001 -7.2049529314248719E-002  3.0995866789308208E-001
  6.4999999999999058E+000  6.4999999999999058E+000     650  20650   2.0000000000000000E+000 0.0000000000000000E+000   1.7013744259574687E-001 -3.9817354727671521E-001  4.3299991122856322E-001
  6.2999999999999101E+000  6.2999999999999101E+000     630  20630   2.0000000000000000E+000 0.0000000000000000E+000   2.6199251841154556E-001 -1.7808564246907998E-001  3.1678790342632883E-001
  6.5999999999999037E+000  6.5999999999999037E+000     660  20660   2.0000000000000000E+000 0.0000000000000000E+000   1.2473817592359848E-001 -5.0617713781065916E-001  5.2132035004873698E-001
  6.6999999999999015E+000  6.6999999999999015E+000     670  20670   2.0000000000000000E+000 0.0000000000000000E+000   8.7869404585253256E-002 -6.0454805300498994E-001  6.1090046706013501E-001
  6.3999999999999079E+000  6.3999999999999079E+000     640  20640   2.0000000000000000E+000 0.0000000000000000E+000   2.1736543987581620E-001 -2.8742785528312220E-001  3.6036440784997414E-001
  6.7999999999998994E+000  6.7999999999998994E+000     680  20680   2.0000000000000000E+000 0.0000000000000000E+000   6.8097378992138040E-002 -6.8414663429578750E-001  6.8752735963294782E-001
  6.4999999999999058E+000  6.4999999999999058E+000     650  20650   2.0000000000000000E+000 0.0000000000000000E+000   1.7013744259574687E-001 -3.9817354727671521E-001  4.3299991122856322E-001
  6.8999999999998973E+000  6.8999999999998973E+000     690  20690   2.0000000000000000E+000 0.0000000000000000E+000   7.3290326561512921E-002 -7.3654442149167733E-001  7.4018184035951790E-001
  6.5999999999999037E+000  6.5999999999999037E+000     660  20660   2.0000000000000000E+000 0.0000000000000000E+000   1.2473817592359848E-001 -5.0617713781065916E-001  5.2132035004873698E-001
  6.9999999999998951E+000  6.9999999999998951E+000     700  20700   2.0000000000000000E+000 0.0000000000000000E+000   1.0556501094637100E-001 -7.5950907310837454E-001  7.6681027879785865E-001
  6.6999999999999015E+000  6.6999999999999015E+000     670  20670   2.0000000000000000E+000 0.0000000000000000E+000   8.7869404585253256E-002 -6.0454805300498994E-001  6.1090046706013501E-001
  7.0999999999998930E+000  7.0999999999998930E+000     710  20710   2.0000000000000000E+000 0.0000000000000000E+000   1.5722171060685341E-001 -7.6080410338473143E-001  7.7687936644835042E-001
  6.7999999999998994E+000  6.7999999999998994E+000     680  20680   2.0000000000000000E+000 0.0000000000000000E+000   6.8097378992138040E-002 -6.8414663429578750E-001  6.8752735963294782E-001
  7.1999999999998909E+000  7.1999999999998909E+000     720  20720   2.0000000000000000E+000 0.0000000000000000E+000   2.1345633621329440E-001 -7.5443636890444647E-001  7.8405219354028279E-001
  6.8999999999998973E+000  6.8999999999998973E+000     690  20690   2.0000000000000000E+000 0.0000000000000000E+000   7.3290326561512921E-002 -7.3654442149167733E-001  7.4018184035951790E-001
