# 01:time 02:total_time 03:iteration 04:total_iteration 05:X 06:Y 007:P_OVER_RHO
  3.3999999999999714E+000  3.3999999999999714E+000     340  20340   2.0000000000000000E+000 0.0000000000000000E+000 -4.2350866410122520E-001
  3.5999999999999672E+000  3.5999999999999672E+000     360  20360   2.0000000000000000E+000 0.0000000000000000E+000 -3.9300884495477372E-001
  3.4999999999999693E+000  3.4999999999999693E+000     350  20350   2.0000000000000000E+000 0.0000000000000000E+000 -4.1055822902147314E-001
  3.6999999999999650E+000  3.6999999999999650E+000     370  20370   2.0000000000000000E+000 0.0000000000000000E+000 -3.7170499877646263E-001
  3.5999999999999672E+000  3.5999999999999672E+000     360  20360   2.0000000000000000E+000 0.0000000000000000E+000 -3.9300884495477372E-001
  3.7999999999999629E+000  3.7999999999999629E+000     380  20380   2.0000000000000000E+000 0.0000000000000000E+000 -3.4782333028017498E-001
  3.6999999999999650E+000  3.6999999999999650E+000     370  20370   2.0000000000000000E+000 0.0000000000000000E+000 -3.7170499877646263E-001
  3.8999999999999609E+000  3.8999999999999609E+000     390  20390   2.0000000000000000E+000 0.0000000000000000E+000 -3.2297400213658788E-001
  3.7999999999999629E+000  3.7999999999999629E+000     380  20380   2.0000000000000000E+000 0.0000000000000000E+000 -3.4782333028017498E-001
  3.9999999999999587E+000  3.9999999999999587E+000     400  20400   2.0000000000000000E+000 0.0000000000000000E+000 -2.9921879633750956E-001
  3.8999999999999609E+000  3.8999999999999609E+000     390  20390   2.0000000000000000E+000 0.0000000000000000E+000 -3.2297400213658788E-001
  4.0999999999999570E+000  4.0999999999999570E+000     410  20410   2.0000000000000000E+000 0.0000000000000000E+000 -2.7886203607792845E-001
  3.9999999999999587E+000  3.9999999999999587E+000     400  20400   2.0000000000000000E+000 0.0000000000000000E+000 -2.9921879633750956E-001
  4.1999999999999548E+000  4.1999999999999548E+000     420  20420   2.0000000000000000E+000 0.0000000000000000E+000 -2.6387227578949365E-001
  4.0999999999999570E+000  4.0999999999999570E+000     410  20410   2.0000000000000000E+000 0.0000000000000000E+000 -2.7886203607792845E-001
  4.2999999999999527E+000  4.2999999999999527E+000     430  20430   2.0000000000000000E+000 0.0000000000000000E+000 -2.5506622087178545E-001
  4.1999999999999548E+000  4.1999999999999548E+000     420  20420   2.0000000000000000E+000 0.0000000000000000E+000 -2.6387227578949365E-001
  4.3999999999999506E+000  4.3999999999999506E+000     440  20440   2.0000000000000000E+000 0.0000000000000000E+000 -2.5174619822371124E-001
  4.4999999999999484E+000  4.4999999999999484E+000     450  20450   2.0000000000000000E+000 0.0000000000000000E+000 -2.5245015778659558E-001
  4.2999999999999527E+000  4.2999999999999527E+000     430  20430   2.0000000000000000E+000 0.0000000000000000E+000 -2.5506622087178545E-001
  4.3999999999999506E+000  4.3999999999999506E+000     440  20440   2.0000000000000000E+000 0.0000000000000000E+000 -2.5174619822371124E-001
  4.5999999999999463E+000  4.5999999999999463E+000     460  20460   2.0000000000000000E+000 0.0000000000000000E+000 -2.5621898061203558E-001
  4.4999999999999484E+000  4.4999999999999484E+000     450  20450   2.0000000000000000E+000 0.0000000000000000E+000 -2.5245015778659558E-001
  4.6999999999999442E+000  4.6999999999999442E+000     470  20470   2.0000000000000000E+000 0.0000000000000000E+000 -2.6300849115441811E-001
  4.7999999999999420E+000  4.7999999999999420E+000     480  20480   2.0000000000000000E+000 0.0000000000000000E+000 -2.7305397110744515E-001
  4.5999999999999463E+000  4.5999999999999463E+000     460  20460   2.0000000000000000E+000 0.0000000000000000E+000 -2.5621898061203558E-001
  4.8999999999999399E+000  4.8999999999999399E+000     490  20490   2.0000000000000000E+000 0.0000000000000000E+000 -2.8629164575517901E-001
  4.6999999999999442E+000  4.6999999999999442E+000     470  20470   2.0000000000000000E+000 0.0000000000000000E+000 -2.6300849115441811E-001
  4.9999999999999378E+000  4.9999999999999378E+000     500  20500   2.0000000000000000E+000 0.0000000000000000E+000 -3.0242480300215159E-001
  4.7999999999999420E+000  4.7999999999999420E+000     480  20480   2.0000000000000000E+000 0.0000000000000000E+000 -2.7305397110744515E-001
  5.0999999999999356E+000  5.0999999999999356E+000     510  20510   2.0000000000000000E+000 0.0000000000000000E+000 -3.2110362320747816E-001
  4.8999999999999399E+000  4.8999999999999399E+000     490  20490   2.0000000000000000E+000 0.0000000000000000E+000 -2.8629164575517901E-001
  5.1999999999999335E+000  5.1999999999999335E+000     520  20520   2.0000000000000000E+000 0.0000000000000000E+000 -3.4178291806175593E-001
  4.9999999999999378E+000  4.9999999999999378E+000     500  20500   2.0000000000000000E+000 0.0000000000000000E+000 -3.0242480300215159E-001
  5.2999999999999314E+000  5.2999999999999314E+000     530  20530   2.0000000000000000E+000 0.0000000000000000E+000 -3.6353217035757223E-001
  5.0999999999999356E+000  5.0999999999999356E+000     510  20510   2.0000000000000000E+000 0.0000000000000000E+000 -3.2110362320747816E-001
  5.3999999999999293E+000  5.3999999999999293E+000     540  20540   2.0000000000000000E+000 0.0000000000000000E+000 -3.8506853455287401E-001
  5.1999999999999335E+000  5.1999999999999335E+000     520  20520   2.0000000000000000E+000 0.0000000000000000E+000 -3.4178291806175593E-001
  5.4999999999999271E+000  5.4999999999999271E+000     550  20550   2.0000000000000000E+000 0.0000000000000000E+000 -4.0491855644388436E-001
  5.2999999999999314E+000  5.2999999999999314E+000     530  20530   2.0000000000000000E+000 0.0000000000000000E+000 -3.6353217035757223E-001
  5.5999999999999250E+000  5.5999999999999250E+000     560  20560   2.0000000000000000E+000 0.0000000000000000E+000 -4.2161248396450927E-001
  5.3999999999999293E+000  5.3999999999999293E+000     540  20540   2.0000000000000000E+000 0.0000000000000000E+000 -3.8506853455287401E-001
  5.6999999999999229E+000  5.6999999999999229E+000     570  20570   2.0000000000000000E+000 0.0000000000000000E+000 -4.3389460010239568E-001
  5.4999999999999271E+000  5.4999999999999271E+000     550  20550   2.0000000000000000E+000 0.0000000000000000E+000 -4.0491855644388436E-001
  5.7999999999999207E+000  5.7999999999999207E+000     580  20580   2.0000000000000000E+000 0.0000000000000000E+000 -4.4088607042753586E-001
  5.5999999999999250E+000  5.5999999999999250E+000     560  20560   2.0000000000000000E+000 0.0000000000000000E+000 -4.2161248396450927E-001
  5.8999999999999186E+000  5.8999999999999186E+000     590  20590   2.0000000000000000E+000 0.0000000000000000E+000 -4.4214570699282518E-001
  5.6999999999999229E+000  5.6999999999999229E+000     570  20570   2.0000000000000000E+000 0.0000000000000000E+000 -4.3389460010239568E-001
  5.9999999999999165E+000  5.9999999999999165E+000     600  20600   2.0000000000000000E+000 0.0000000000000000E+000 -4.3763300744691200E-001
  5.7999999999999207E+000  5.7999999999999207E+000     580  20580   2.0000000000000000E+000 0.0000000000000000E+000 -4.4088607042753586E-001
  6.0999999999999143E+000  6.0999999999999143E+000     610  20610   2.0000000000000000E+000 0.0000000000000000E+000 -4.2761362267231683E-001
  5.8999999999999186E+000  5.8999999999999186E+000     590  20590   2.0000000000000000E+000 0.0000000000000000E+000 -4.4214570699282518E-001
  6.1999999999999122E+000  6.1999999999999122E+000     620  20620   2.0000000000000000E+000 0.0000000000000000E+000 -4.1257029367633402E-001
  5.9999999999999165E+000  5.9999999999999165E+000     600  20600   2.0000000000000000E+000 0.0000000000000000E+000 -4.3763300744691200E-001
  6.2999999999999101E+000  6.2999999999999101E+000     630  20630   2.0000000000000000E+000 0.0000000000000000E+000 -3.9317722388772109E-001
  6.0999999999999143E+000  6.0999999999999143E+000     610  20610   2.0000000000000000E+000 0.0000000000000000E+000 -4.2761362267231683E-001
  6.3999999999999079E+000  6.3999999999999079E+000     640  20640   2.0000000000000000E+000 0.0000000000000000E+000 -3.7035537638087854E-001
  6.1999999999999122E+000  6.1999999999999122E+000     620  20620   2.0000000000000000E+000 0.0000000000000000E+000 -4.1257029367633402E-001
  6.4999999999999058E+000  6.4999999999999058E+000     650  20650   2.0000000000000000E+000 0.0000000000000000E+000 -3.4538082940848657E-001
  6.2999999999999101E+000  6.2999999999999101E+000     630  20630   2.0000000000000000E+000 0.0000000000000000E+000 -3.9317722388772109E-001
  6.5999999999999037E+000  6.5999999999999037E+000     660  20660   2.0000000000000000E+000 0.0000000000000000E+000 -3.1998148843556508E-001
  6.6999999999999015E+000  6.6999999999999015E+000     670  20670   2.0000000000000000E+000 0.0000000000000000E+000 -2.9631512012340399E-001
  6.3999999999999079E+000  6.3999999999999079E+000     640  20640   2.0000000000000000E+000 0.0000000000000000E+000 -3.7035537638087854E-001
  6.7999999999998994E+000  6.7999999999998994E+000     680  20680   2.0000000000000000E+000 0.0000000000000000E+000 -2.7667268394029269E-001
  6.4999999999999058E+000  6.4999999999999058E+000     650  20650   2.0000000000000000E+000 0.0000000000000000E+000 -3.4538082940848657E-001
  6.8999999999998973E+000  6.8999999999998973E+000     690  20690   2.0000000000000000E+000 0.0000000000000000E+000 -2.6280297510211250E-001
  6.5999999999999037E+000  6.5999999999999037E+000     660  20660   2.0000000000000000E+000 0.0000000000000000E+000 -3.1998148843556508E-001
  6.9999999999998951E+000  6.9999999999998951E+000     700  20700   2.0000000000000000E+000 0.0000000000000000E+000 -2.5513306918052034E-001
  6.6999999999999015E+000  6.6999999999999015E+000     670  20670   2.0000000000000000E+000 0.0000000000000000E+000 -2.9631512012340399E-001
  7.0999999999998930E+000  7.0999999999998930E+000     710  20710   2.0000000000000000E+000 0.0000000000000000E+000 -2.5266245521875236E-001
  6.7999999999998994E+000  6.7999999999998994E+000     680  20680   2.0000000000000000E+000 0.0000000000000000E+000 -2.7667268394029269E-001
  7.1999999999998909E+000  7.1999999999998909E+000     720  20720   2.0000000000000000E+000 0.0000000000000000E+000 -2.5393476384586231E-001
  6.8999999999998973E+000  6.8999999999998973E+000     690  20690   2.0000000000000000E+000 0.0000000000000000E+000 -2.6280297510211250E-001
  7.2999999999998888E+000  7.2999999999998888E+000     730  20730   2.0000000000000000E+000 0.0000000000000000E+000 -2.5818757591421048E-001
  6.9999999999998951E+000  6.9999999999998951E+000     700  20700   2.0000000000000000E+000 0.0000000000000000E+000 -2.5513306918052034E-001
  7.3999999999998866E+000  7.3999999999998866E+000     740  20740   2.0000000000000000E+000 0.0000000000000000E+000 -2.6548124192401054E-001
  7.0999999999998930E+000  7.0999999999998930E+000     710  20710   2.0000000000000000E+000 0.0000000000000000E+000 -2.5266245521875236E-001
  7.4999999999998845E+000  7.4999999999998845E+000     750  20750   2.0000000000000000E+000 0.0000000000000000E+000 -2.7599551473072345E-001
  7.1999999999998909E+000  7.1999999999998909E+000     720  20720   2.0000000000000000E+000 0.0000000000000000E+000 -2.5393476384586231E-001
  7.5999999999998824E+000  7.5999999999998824E+000     760  20760   2.0000000000000000E+000 0.0000000000000000E+000 -2.8960124794859121E-001
  7.2999999999998888E+000  7.2999999999998888E+000     730  20730   2.0000000000000000E+000 0.0000000000000000E+000 -2.5818757591421048E-001
  7.6999999999998802E+000  7.6999999999998802E+000     770  20770   2.0000000000000000E+000 0.0000000000000000E+000 -3.0598446783112045E-001
  7.3999999999998866E+000  7.3999999999998866E+000     740  20740   2.0000000000000000E+000 0.0000000000000000E+000 -2.6548124192401054E-001
  7.7999999999998781E+000  7.7999999999998781E+000     780  20780   2.0000000000000000E+000 0.0000000000000000E+000 -3.2473217239366398E-001
  7.4999999999998845E+000  7.4999999999998845E+000     750  20750   2.0000000000000000E+000 0.0000000000000000E+000 -2.7599551473072345E-001
  7.8999999999998760E+000  7.8999999999998760E+000     790  20790   2.0000000000000000E+000 0.0000000000000000E+000 -3.4516285009162706E-001
  7.5999999999998824E+000  7.5999999999998824E+000     760  20760   2.0000000000000000E+000 0.0000000000000000E+000 -2.8960124794859121E-001
  7.9999999999998738E+000  7.9999999999998738E+000     800  20800   2.0000000000000000E+000 0.0000000000000000E+000 -3.6621459497984742E-001
  7.6999999999998802E+000  7.6999999999998802E+000     770  20770   2.0000000000000000E+000 0.0000000000000000E+000 -3.0598446783112045E-001
  8.0999999999998717E+000  8.0999999999998717E+000     810  20810   2.0000000000000000E+000 0.0000000000000000E+000 -3.8653022777207448E-001
  7.7999999999998781E+000  7.7999999999998781E+000     780  20780   2.0000000000000000E+000 0.0000000000000000E+000 -3.2473217239366398E-001
  8.1999999999998696E+000  8.1999999999998696E+000     820  20820   2.0000000000000000E+000 0.0000000000000000E+000 -4.0463241869274986E-001
  7.8999999999998760E+000  7.8999999999998760E+000     790  20790   2.0000000000000000E+000 0.0000000000000000E+000 -3.4516285009162706E-001
  8.2999999999998674E+000  8.2999999999998674E+000     830  20830   2.0000000000000000E+000 0.0000000000000000E+000 -4.1912798653320386E-001
  7.9999999999998738E+000  7.9999999999998738E+000     800  20800   2.0000000000000000E+000 0.0000000000000000E+000 -3.6621459497984742E-001
  8.3999999999998653E+000  8.3999999999998653E+000     840  20840   2.0000000000000000E+000 0.0000000000000000E+000 -4.2890553881235939E-001
  8.0999999999998717E+000  8.0999999999998717E+000     810  20810   2.0000000000000000E+000 0.0000000000000000E+000 -3.8653022777207448E-001
  8.4999999999998632E+000  8.4999999999998632E+000     850  20850   2.0000000000000000E+000 0.0000000000000000E+000 -4.3325895322632153E-001
  8.1999999999998696E+000  8.1999999999998696E+000     820  20820   2.0000000000000000E+000 0.0000000000000000E+000 -4.0463241869274986E-001
  8.5999999999998610E+000  8.5999999999998610E+000     860  20860   2.0000000000000000E+000 0.0000000000000000E+000 -4.3190607400894203E-001
  8.2999999999998674E+000  8.2999999999998674E+000     830  20830   2.0000000000000000E+000 0.0000000000000000E+000 -4.1912798653320386E-001
  8.6999999999998589E+000  8.6999999999998589E+000     870  20870   2.0000000000000000E+000 0.0000000000000000E+000 -4.2492772496490314E-001
  8.3999999999998653E+000  8.3999999999998653E+000     840  20840   2.0000000000000000E+000 0.0000000000000000E+000 -4.2890553881235939E-001
  8.7999999999998568E+000  8.7999999999998568E+000     880  20880   2.0000000000000000E+000 0.0000000000000000E+000 -4.1267919641306134E-001
  8.4999999999998632E+000  8.4999999999998632E+000     850  20850   2.0000000000000000E+000 0.0000000000000000E+000 -4.3325895322632153E-001
  8.8999999999998546E+000  8.8999999999998546E+000     890  20890   2.0000000000000000E+000 0.0000000000000000E+000 -3.9573350245987185E-001
  8.5999999999998610E+000  8.5999999999998610E+000     860  20860   2.0000000000000000E+000 0.0000000000000000E+000 -4.3190607400894203E-001
  8.9999999999998525E+000  8.9999999999998525E+000     900  20900   2.0000000000000000E+000 0.0000000000000000E+000 -3.7489667736264395E-001
  8.6999999999998589E+000  8.6999999999998589E+000     870  20870   2.0000000000000000E+000 0.0000000000000000E+000 -4.2492772496490314E-001
  9.0999999999998504E+000  9.0999999999998504E+000     910  20910   2.0000000000000000E+000 0.0000000000000000E+000 -3.5129182107538419E-001
  9.1999999999998482E+000  9.1999999999998482E+000     920  20920   2.0000000000000000E+000 0.0000000000000000E+000 -3.2646365934738748E-001
  8.7999999999998568E+000  8.7999999999998568E+000     880  20880   2.0000000000000000E+000 0.0000000000000000E+000 -4.1267919641306134E-001
  9.2999999999998461E+000  9.2999999999998461E+000     930  20930   2.0000000000000000E+000 0.0000000000000000E+000 -3.0241587508619605E-001
  8.8999999999998546E+000  8.8999999999998546E+000     890  20890   2.0000000000000000E+000 0.0000000000000000E+000 -3.9573350245987185E-001
  9.3999999999998440E+000  9.3999999999998440E+000     940  20940   2.0000000000000000E+000 0.0000000000000000E+000 -2.8144433752850375E-001
  8.9999999999998525E+000  8.9999999999998525E+000     900  20900   2.0000000000000000E+000 0.0000000000000000E+000 -3.7489667736264395E-001
  9.4999999999998419E+000  9.4999999999998419E+000     950  20950   2.0000000000000000E+000 0.0000000000000000E+000 -2.6561368132314355E-001
  9.0999999999998504E+000  9.0999999999998504E+000     910  20910   2.0000000000000000E+000 0.0000000000000000E+000 -3.5129182107538419E-001
  9.5999999999998397E+000  9.5999999999998397E+000     960  20960   2.0000000000000000E+000 0.0000000000000000E+000 -2.5594560082732797E-001
  9.1999999999998482E+000  9.1999999999998482E+000     920  20920   2.0000000000000000E+000 0.0000000000000000E+000 -3.2646365934738748E-001
  9.6999999999998376E+000  9.6999999999998376E+000     970  20970   2.0000000000000000E+000 0.0000000000000000E+000 -2.5193728896004676E-001
  9.2999999999998461E+000  9.2999999999998461E+000     930  20930   2.0000000000000000E+000 0.0000000000000000E+000 -3.0241587508619605E-001
  9.7999999999998355E+000  9.7999999999998355E+000     980  20980   2.0000000000000000E+000 0.0000000000000000E+000 -2.5215414749136000E-001
  9.3999999999998440E+000  9.3999999999998440E+000     940  20940   2.0000000000000000E+000 0.0000000000000000E+000 -2.8144433752850375E-001
  9.8999999999998333E+000  9.8999999999998333E+000     990  20990   2.0000000000000000E+000 0.0000000000000000E+000 -2.5551063392703121E-001
  9.4999999999998419E+000  9.4999999999998419E+000     950  20950   2.0000000000000000E+000 0.0000000000000000E+000 -2.6561368132314355E-001
  9.9999999999998312E+000  9.9999999999998312E+000    1000  21000   2.0000000000000000E+000 0.0000000000000000E+000 -2.6185726934347486E-001
